"region","assessid","stockid","mgmt","assessor","years","start_year","report_year","assesssource","method","methodshort","methodlong","country","area","areaid","stocklong","class","order","family","genus","species","species_orig","comm_name","assess_if_mostrecent","state_of_stock","primary_country","primary_FAOarea","assess_notes","M","M_year","M_notes","M_source","M_source_notes","B_start","B_end","F_start","F_end","C_start","C_end","terminal_year","assess_order","ty","ty_minus1","key_ty","key_ty_minus1","B_ty","B_ty_minus1","B_type","B_unit","TBbest_ty","TBbest_ty_minus1","TB_ty","TB_ty_minus1","TN_ty","TN_ty_minus1","SSB_ty","SSB_ty_minus1","SSB_E00eggs_ty","SSB_E00eggs_ty_minus1","F_ty","F_ty_minus1","F_type","F_unit","ERbest_ty","ERbest_ty_minus1","ER_ty","ER_ty_minus1","instF_ty","instF_ty_minus1","ERmsybest","ERmsybest_notes","ERmgt","ERmgt_notes","Fmsy","Fmsy_notes","Fmgt","Fmgt_notes","Flim","Flim_notes","TBmsybest","TBmsybest_notes","SSBmsy","SSBmsy_notes","SSBmgt","SSBmgt_notes","OFL_pdf","if_diff_5yrs","interval","check_ty_correct"
"US Alaska","AFSC-SABLEFEBSAIGA-1960-2015-SISIMP2016","SABLEFEBSAIGA","NMFS","AFSC","1960-2015",1960,2015,"https://apps-afsc.fisheries.noaa.gov/REFM/Docs/2015/GOAsablefish.pdf","Statistical catch at age model","Unknown","an AD-Model builder statistical Catch at Age Model","USA","Eastern Bering Sea / Aleutian Islands / Gulf of Alaska","USA-NMFS-EBSAIGA","Sablefish Eastern Bering Sea / Aleutian Islands / Gulf of Alaska","Actinopterygii","Scorpaeniformes","Anoplopomatidae","Anoplopoma","Anoplopoma fimbria","Anoplopoma fimbria","Sablefish",999,"Current","USA",67,"Imported from SIS data dump received 2016","0.1",NA,NA,NA,NA,1960,2015,1960,2015,1960,2014,2014,1,2010,2009,"AFSC-SABLEFEBSAIGA-1960-2015-SISIMP2016_2010","AFSC-SABLEFEBSAIGA-1960-2015-SISIMP2016_2009",259000,256000,"TBbest-MT","MT",259000,256000,259000,256000,NA,NA,104000,106000,NA,NA,0.0463320463320463,0.05078125,"ERbest-ratio","ratio",0.0463320463320463,0.05078125,NA,NA,0.0604,0.0628,NA,NA,NA,NA,0.093,NA,NA,NA,NA,NA,NA,NA,89956,"B35%",NA,NA,"","N",4,"Y"
"US Alaska","AFSC-SRAKEROCKBSAI-1977-2010-STACHURA","SRAKEROCKBSAI","NMFS","AFSC","1977-2010",1977,2010,"https://apps-afsc.fisheries.noaa.gov/REFM/docs/2010/BSAIshortraker.pdf","Biomass dynamics model (Surplus production model)","AD-CAM","Surplus production model ","USA","Bering Sea and Aleutian Islands","USA-NMFS-BSAI","Shortraker rockfish Bering Sea and Aleutian Islands","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes borealis","Sebastes borealis","Shortraker rockfish",0,"Current","USA",67,"Assessed together with rougheye rockfish until 2004","0.03","NULL","",NA,NA,1980,2010,1980,2010,1977,2009,2009,2,2009,2008,"AFSC-SRAKEROCKBSAI-1977-2010-STACHURA_2009","AFSC-SRAKEROCKBSAI-1977-2010-STACHURA_2008",17600,17800,"TBbest-MT","MT",17600,17800,17600,17800,NA,NA,NA,NA,NA,NA,0.0116477272727273,0.00932584269662921,"ERbest-ratio","ratio",0.0116477272727273,0.00932584269662921,NA,NA,0.012,0.009,0.03,NA,NA,NA,NA,NA,NA,NA,0.03,"F_OFL",NA,NA,NA,NA,NA,NA,"","N",5,"Y"
"US Alaska","AFSC-SRAKEROCKBSAI-2004-2014-SISIMP2016","SRAKEROCKBSAI","NMFS","AFSC","2004-2014",2004,2014,"https://apps-afsc.fisheries.noaa.gov/REFM/Docs/2014/BSAIshortraker.pdf","Random effects model","Unknown","Random effects model ","USA","Bering Sea and Aleutian Islands","USA-NMFS-BSAI","Shortraker rockfish Bering Sea and Aleutian Islands","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes borealis","Sebastes borealis","Shortraker rockfish",999,"Current","USA",67,"Imported from SIS data dump received 2016","0.03",NA,NA,NA,NA,2002,2014,2004,2014,2004,2014,2014,1,2009,2008,"AFSC-SRAKEROCKBSAI-2004-2014-SISIMP2016_2009","AFSC-SRAKEROCKBSAI-2004-2014-SISIMP2016_2008",22500,22600,"TBbest-MT","MT",22500,22600,22500,22600,NA,NA,NA,NA,NA,NA,0.00817777777777778,0.00588495575221239,"ERbest-ratio","ratio",0.00817777777777778,0.00588495575221239,NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","N",5,"Y"
"US Alaska","AFSC-WPOLLAI-1976-2013-CHING","WPOLLAI","NMFS","AFSC","1976-2013",1976,2013,"https://apps-afsc.fisheries.noaa.gov/REFM/Docs/2013/AIpollock.pdf","Statistical catch at age model","AD-CAM","an AD-Model builder statistical Catch at Age Model","USA","Aleutian Islands","USA-NMFS-AI","Walleye pollock Aleutian Islands","Actinopterygii","Gadiformes","Gadidae","Theragra","Theragra chalcogramma","Theragra chalcogramma","Walleye pollock",0,"Current","USA",67,"NULL","0.18",NA,NA,NA,NA,1978,2013,1978,2012,1977,2012,2012,2,2012,2011,"AFSC-WPOLLAI-1976-2013-CHING_2012","AFSC-WPOLLAI-1976-2013-CHING_2011",235000,228000,"TBbest-MT","MT",235000,228000,235000,228000,NA,NA,83600,81000,NA,NA,0.00408936170212766,0.00530701754385965,"ERbest-ratio","ratio",0.00408936170212766,0.00530701754385965,NA,NA,0.007,0.009,NA,NA,NA,NA,0.33,NA,NA,NA,NA,NA,NA,NA,84006,NA,NA,NA,"","N",2,"Y"
"US Alaska","AFSC-WPOLLAI-1978-2015-SISIMP2016","WPOLLAI","NMFS","AFSC","1978-2015",1978,2015,"https://apps-afsc.fisheries.noaa.gov/REFM/Docs/2015/AIpollock.pdf","Statistical catch at age model","Unknown","an AD-Model builder statistical Catch at Age Model","USA","Aleutian Islands","USA-NMFS-AI","Walleye pollock Aleutian Islands","Actinopterygii","Gadiformes","Gadidae","Theragra","Theragra chalcogramma","Theragra chalcogramma","Walleye pollock",999,"Current","USA",67,"Imported from SIS data dump received 2016","0.18",NA,NA,NA,NA,1978,2015,1978,2014,1978,2014,2014,1,2012,2011,"AFSC-WPOLLAI-1978-2015-SISIMP2016_2012","AFSC-WPOLLAI-1978-2015-SISIMP2016_2011",193000,194000,"TBbest-MT","MT",193000,194000,193000,194000,NA,NA,71000,70100,NA,NA,0.00505181347150259,0.00623711340206186,"ERbest-ratio","ratio",0.00505181347150259,0.00623711340206186,NA,NA,0.005,0.006,NA,NA,NA,NA,0.34,NA,NA,NA,NA,NA,NA,NA,72437,"B35%",NA,NA,"","N",2,"Y"
"US Alaska","AFSC-WPOLLGA-1970-2014-HIVELY","WPOLLGA","NMFS","AFSC","1970-2014",1970,2014,"https://apps-afsc.fisheries.noaa.gov/REFM/Docs/2014/GOApollock.pdf","Statistical catch at age model","AD-CAM","an AD-Model builder statistical Catch at Age Model","USA","Gulf of Alaska","USA-NMFS-GA","Walleye pollock Gulf of Alaska","Actinopterygii","Gadiformes","Gadidae","Theragra","Theragra chalcogramma","Theragra chalcogramma","Walleye pollock",0,"Current","USA",67,"NULL","0.3","NULL","",NA,NA,1977,2013,1970,2014,1977,2013,2013,2,2013,2012,"AFSC-WPOLLGA-1970-2014-HIVELY_2013","AFSC-WPOLLGA-1970-2014-HIVELY_2012",1070000,1110000,"TBbest-MT","MT",1070000,1110000,1070000,1110000,NA,NA,340000,306000,NA,NA,0.09,0.09,"ERbest-ratio","ratio",0.09,0.09,0.09,0.09,0.108,0.118,NA,NA,NA,NA,0.28,NA,0.243,"F40%-1/yr",NA,NA,NA,NA,273000,NA,312000,"SSB40%-MT","","N",1,"Y"
"US Alaska","AFSC-WPOLLGA-1970-2015-SISIMP2016","WPOLLGA","NMFS","AFSC","1970-2015",1970,2015,"https://apps-afsc.fisheries.noaa.gov/REFM/Docs/2015/GOApollock.pdf","Statistical catch at age model","Unknown","an AD-Model builder statistical Catch at Age Model. The only changes made to the model were those necessary to include the summer acoustic survey in the assessment, and to estimate a power coefficient for the age-1 winter acoustic survey index catchability.","USA","Gulf of Alaska","USA-NMFS-GA","Walleye pollock Gulf of Alaska","Actinopterygii","Gadiformes","Gadidae","Theragra","Theragra chalcogramma","Theragra chalcogramma","Walleye pollock",999,"Current","USA",67,"Imported from SIS data dump received 2016","0.3",NA,NA,NA,NA,1970,2015,1970,2015,1970,2014,2014,1,2013,2012,"AFSC-WPOLLGA-1970-2015-SISIMP2016_2013","AFSC-WPOLLGA-1970-2015-SISIMP2016_2012",1260000,1270000,"TBbest-MT","MT",1260000,1270000,1260000,1270000,NA,NA,376000,342000,NA,NA,0.0765079365079365,0.0818897637795276,"ERbest-ratio","ratio",0.0765079365079365,0.0818897637795276,NA,NA,0.107,0.112,NA,NA,NA,NA,0.29,NA,NA,NA,NA,NA,NA,NA,262344,"B35%",NA,NA,"","N",1,"Y"
"US Alaska","AFSC-YSOLEBSAI-1949-2010-STACHURA","YSOLEBSAI","NMFS","AFSC","1949-2010",1949,2010,"https://apps-afsc.fisheries.noaa.gov/REFM/docs/2010/BSAIyfin.pdf","Statistical catch at age model","AD-CAM","an AD-Model builder statistical Catch at Age Model","USA","Bering Sea and Aleutian Islands","USA-NMFS-BSAI","Yellowfin sole Bering Sea and Aleutian Islands","Actinopterygii","Pleuronectiformes","Pleuronectidae","Limanda","Limanda aspera","Limanda aspera","Yellowfin sole",0,"Current","USA",67,"catches from years 1987-2008 include discards","0.12","NULL","",NA,NA,1964,2010,1964,2009,1964,2009,2009,2,2009,2008,"AFSC-YSOLEBSAI-1949-2010-STACHURA_2009","AFSC-YSOLEBSAI-1949-2010-STACHURA_2008",2110000,2130000,"TBbest-MT","MT",2110000,2130000,2110000,2130000,NA,NA,676000,723000,NA,NA,0.0511848341232227,0.0699530516431925,"ERbest-ratio","ratio",0.0511848341232227,0.0699530516431925,NA,NA,0.08,0.11,NA,NA,NA,NA,0.13,NA,NA,NA,NA,NA,NA,NA,374000,"estimated from years 1978-2008 only",NA,NA,"","N",5,"Y"
"US Alaska","AFSC-YSOLEBSAI-1954-2015-SISIMP2016","YSOLEBSAI","NMFS","AFSC","1954-2015",1954,2015,"https://apps-afsc.fisheries.noaa.gov/REFM/Docs/2015/BSAIyfin.pdf","Statistical catch at age model","Unknown","an AD-Model builder statistical Catch at Age Model (Changes were made to the weight-at-age empirical data where values from ages 11 to 20 were smoothed)","USA","Bering Sea and Aleutian Islands","USA-NMFS-BSAI","Yellowfin sole Bering Sea and Aleutian Islands","Actinopterygii","Pleuronectiformes","Pleuronectidae","Limanda","Limanda aspera","Limanda aspera","Yellowfin sole",999,"Current","USA",67,"Imported from SIS data dump received 2016","0.12",NA,NA,NA,NA,1954,2015,1954,2015,1954,2014,2014,1,2009,2008,"AFSC-YSOLEBSAI-1954-2015-SISIMP2016_2009","AFSC-YSOLEBSAI-1954-2015-SISIMP2016_2008",2530000,2710000,"TBbest-MT","MT",2530000,2710000,2530000,2710000,NA,NA,822000,864000,NA,NA,0.0426877470355731,0.0549815498154982,"ERbest-ratio","ratio",0.0426877470355731,0.0549815498154982,NA,NA,0.0703,0.0912,NA,NA,NA,NA,0.105,NA,NA,NA,NA,NA,NA,NA,435000,"BMSY",NA,NA,"","N",5,"Y"
"US East Coast","ASMFC-MENATLAN-1940-2017-ASHBROOK","MENATLAN","NMFS","ASMFC","1940-2017",1940,2017,"http://www.asmfc.org/uploads/file/59832ee0MenhadenStockAssessmentUpdate_Aug2017.pdf","Statistical catch at age model","BAM","Beaufort assessment model","USA","Atlantic","USA-NMFS-ATL","Atlantic menhaden Atlantic","Actinopterygii","Clupeiformes","Clupeidae","Brevoortia","Brevoortia tyrannus","Brevoortia tyrannus","Atlantic menhaden",999,"Current","USA",21,"purpose of this assessment was to update the 2015 Atlantic menhaden benchmark stock assessment (SEDAR 2015) with recent data from 2014-2016. No changes in structure or parameterization were made to the base model run.","0.45",NA,"age-specific","2","",1955,2016,1955,2016,1940,2017,2016,1,2005,2004,"ASMFC-MENATLAN-1940-2017-ASHBROOK_2005","ASMFC-MENATLAN-1940-2017-ASHBROOK_2004",784000,706000,"TBbest-MT","MT",784000,706000,784000,706000,21300000000,16100000000,NA,NA,56500000000000,55000000000000,0.19515306122449,0.253541076487252,"ERbest-ratio","ratio",0.19515306122449,0.253541076487252,NA,NA,0.557,0.643,NA,NA,NA,NA,0.51,NA,0.8,"F36%-1/yr",NA,NA,NA,NA,NA,NA,NA,NA,"","Y",11,"Y"
"US East Coast","NEFSC-BLUEFISHATLC-1981-2007-SHEPHERD","BLUEFISHATLC","NMFS","NEFSC","1981-2007",1981,2007,"http://www.asmfc.org/uploads/file/bluefishSummaryReport_SAWSARC_July2008.pdf","Statistical catch at age model","ASAP","Age Structured Assessment Program","USA","Atlantic Coast","USA-NMFS-ATLC","Bluefish Atlantic Coast","Actinopterygii","Perciformes","Pomatomidae","Pomatomus","Pomatomus saltatrix","Pomatomus saltatrix","Bluefish",0,"Current","USA",21,"","0.2","NULL","",NA,NA,1982,2007,1982,2007,1981,2007,2007,2,2007,2006,"NEFSC-BLUEFISHATLC-1981-2007-SHEPHERD_2007","NEFSC-BLUEFISHATLC-1981-2007-SHEPHERD_2006",154000,142000,"TBbest-MT","MT",154000,142000,154000,142000,NA,NA,129000,124000,NA,NA,0.101,0.0874,"ERbest-ratio","ratio",0.101,0.0874,0.101,0.0874,0.15,0.14,0.105846911,"ERmsy-ratio",NA,NA,0.19,"",NA,NA,NA,NA,147052,"TBmsy-MT",NA,NA,NA,NA,"","Y",7,"Y"
"US East Coast","NEFSC-BLUEFISHATLC-1985-2014-SISIMP2016","BLUEFISHATLC","NMFS","NEFSC","1985-2014",1985,2014,"http://www.asmfc.org/uploads/file/55d2392c2015BluefishBenchmarkStockAssessment.pdf","Statistical catch at age model","ASAP","Age Structured Assessment Program","USA","Atlantic Coast","USA-NMFS-ATLC","Bluefish Atlantic Coast","Actinopterygii","Perciformes","Pomatomidae","Pomatomus","Pomatomus saltatrix","Pomatomus saltatrix","Bluefish",999,"Current","USA",21,"Imported from SIS data dump received 2016","0.2",NA,NA,NA,NA,1985,2014,1985,2014,1985,2014,2014,1,2007,2006,"NEFSC-BLUEFISHATLC-1985-2014-SISIMP2016_2007","NEFSC-BLUEFISHATLC-1985-2014-SISIMP2016_2006",83300,86000,"TBbest-MT","MT",83300,86000,83300,86000,NA,NA,72100,75100,NA,NA,0.207683073229292,0.17093023255814,"ERbest-ratio","ratio",0.207683073229292,0.17093023255814,NA,NA,0.284,0.243,NA,NA,NA,NA,0.17,"F40% as proxy",NA,NA,0.17,"F40%  ",NA,NA,111228,"SSB40%",NA,NA,"","Y",7,"Y"
"US East Coast","NEFSC-MONKGOMNGB-1979-2010-SISIMP2016","MONKGOMNGB","NMFS","NEFSC","1979-2010",1979,2010,"https://www.st.nmfs.noaa.gov/stocksmart?stockname=Goosefish%20-%20Gulf%20of%20Maine%20/%20Northern%20Georges%20Bank&stockid=10500","Statistical catch at age model","SCALE","A statistical catch-at-length model","USA","Gulf of Maine / Northern Georges Bank","USA-NMFS-GOMNGB","Monkfish Gulf of Maine / Northern Georges Bank","Actinopterygii","Lophiiformes","Lophiidae","Lophius","Lophius americanus","Lophius americanus","Monkfish",999,"Current","USA",21,"Imported from SIS data dump received 2016","0.3",NA,NA,NA,NA,1980,2011,1980,2011,1980,2011,2011,1,2009,2008,"NEFSC-MONKGOMNGB-1979-2010-SISIMP2016_2009","NEFSC-MONKGOMNGB-1979-2010-SISIMP2016_2008",47300,42300,"TBbest-MT","MT",47300,42300,47300,42300,NA,NA,NA,NA,NA,NA,0.0778012684989429,0.101182033096927,"ERbest-ratio","ratio",0.0778012684989429,0.101182033096927,NA,NA,0.16,0.23,0.2037,"ERmsy-calc-ratio",NA,NA,0.44,"Fmax as proxy",NA,NA,0.44,"Fmax",46074,"TBmsy-MT",NA,NA,NA,NA,"","N",2,"Y"
"US East Coast","NEFSC-MONKGOMNGB-1980-2009-HIVELY","MONKGOMNGB","NMFS","NEFSC","1980-2009",1980,2009,"https://repository.library.noaa.gov/view/noaa/3744","Statistical catch at length model","AD-CAL","An AD-Model Builder catch at length model","USA","Gulf of Maine / Northern Georges Bank","USA-NMFS-GOMNGB","Monkfish Gulf of Maine / Northern Georges Bank","Actinopterygii","Lophiiformes","Lophiidae","Lophius","Lophius americanus","Lophius americanus","Monkfish",0,"Current","USA",21,"NULL","0.3","NULL","",NA,NA,1980,2009,1980,2009,1980,2009,2009,2,2009,2008,"NEFSC-MONKGOMNGB-1980-2009-HIVELY_2009","NEFSC-MONKGOMNGB-1980-2009-HIVELY_2008",66100,58200,"TBbest-MT","MT",66100,58200,66100,58200,NA,NA,NA,NA,NA,NA,0.0571860816944024,0.0754295532646048,"ERbest-ratio","ratio",0.0571860816944024,0.0754295532646048,NA,NA,0.1,0.14,NA,NA,NA,NA,0.43,NA,NA,NA,NA,NA,52930,NA,NA,NA,NA,NA,"","N",2,"Y"
"US East Coast","NEFSC-MONKSGBMATL-1979-2010-SISIMP2016","MONKSGBMATL","NMFS","NEFSC","1979-2010",1979,2010,"","Statistical catch at age model","SCALE","A statistical catch-at-length model","USA","Southern Georges Bank / Mid-Atlantic","USA-NMFS-SGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic","Actinopterygii","Lophiiformes","Lophiidae","Lophius","Lophius americanus","Lophius americanus","Monkfish",999,"Current","USA",21,"Imported from SIS data dump received 2016","0.3",NA,NA,NA,NA,1980,2011,1980,2011,1980,2011,2011,1,2009,2008,"NEFSC-MONKSGBMATL-1979-2010-SISIMP2016_2009","NEFSC-MONKSGBMATL-1979-2010-SISIMP2016_2008",124000,125000,"TBbest-MT","MT",124000,125000,124000,125000,NA,NA,NA,NA,NA,NA,0.057741935483871,0.0732,"ERbest-ratio","ratio",0.057741935483871,0.0732,NA,NA,0.08,0.11,0.1999,"ERmsy-calc-ratio",NA,NA,0.37,"Fmax as proxy",NA,NA,0.37,"Fmax",71667,"TBmsy-MT",NA,NA,NA,NA,"","N",2,"Y"
"US East Coast","NEFSC-MONKSGBMATL-1980-2009-HIVELY","MONKSGBMATL","NMFS","NEFSC","1980-2009",1980,2009,"http://www.nefsc.noaa.gov/saw/reports.html","Statistical catch at length model","AD-CAL","An AD-Model Builder catch at length model","USA","Southern Georges Bank / Mid-Atlantic","USA-NMFS-SGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic","Actinopterygii","Lophiiformes","Lophiidae","Lophius","Lophius americanus","Lophius americanus","Monkfish",0,"Current","USA",21,"NULL","0.3","NULL","",NA,NA,1980,2009,1980,2009,1980,2009,2009,2,2009,2008,"NEFSC-MONKSGBMATL-1980-2009-HIVELY_2009","NEFSC-MONKSGBMATL-1980-2009-HIVELY_2008",131000,131000,"TBbest-MT","MT",131000,131000,131000,131000,NA,NA,NA,NA,NA,NA,0.0466412213740458,0.0616030534351145,"ERbest-ratio","ratio",0.0466412213740458,0.0616030534351145,NA,NA,0.07,0.1,NA,NA,NA,NA,0.46,NA,NA,NA,NA,NA,74490,NA,NA,NA,NA,NA,"","N",2,"Y"
"US East Coast","NEFSC-QUAHATLC-1978-2008-CHUTE","QUAHATLC","NMFS","NEFSC","1978-2008",1978,2008,"https://www.st.nmfs.noaa.gov/stocksmart?stockname=Ocean%20quahog%20-%20Atlantic%20Coast&stockid=10788","Biomass dynamics model (Delay difference model)","Delay difference","Delay difference model)","USA","Atlantic Coast","USA-NMFS-ATLC","Ocean quahog Atlantic Coast","Bivalvia","Venerida","Arcticidae","Arctica","Arctica islandica","Arctica islandica","Ocean quahog",0,"Current","USA",21,"","0.02","","",NA,NA,1978,2008,1978,2008,1978,2008,2008,2,2008,2007,"NEFSC-QUAHATLC-1978-2008-CHUTE_2008","NEFSC-QUAHATLC-1978-2008-CHUTE_2007",1590000,1620000,"TBbest-MT","MT",1590000,1620000,1590000,1620000,NA,NA,NA,NA,NA,NA,0.00976,0.0096,"ERbest-ratio","ratio",0.00976,0.0096,0.00976,0.0096,0.0102,0.01,NA,NA,NA,NA,0.022,NA,NA,NA,NA,NA,1730000,NA,NA,NA,NA,NA,"","N",3,"Y"
"US East Coast","NEFSC-QUAHATLC-1978-2011-SISIMP2016","QUAHATLC","NMFS","NEFSC","1978-2011",1978,2011,"https://www.st.nmfs.noaa.gov/stocksmart?stockname=Ocean%20quahog%20-%20Atlantic%20Coast&stockid=10788","Biomass dynamics model (The KLAMZ assessment model is based on the Deriso-Schnute delay-difference equation)","KLAMZ","The KLAMZ assessment model is based on the Deriso-Schnute delay-difference equation","USA","Atlantic Coast","USA-NMFS-ATLC","Ocean quahog Atlantic Coast","Bivalvia","Venerida","Arcticidae","Arctica","Arctica islandica","Arctica islandica","Ocean quahog",999,"Current","USA",21,"Imported from SIS data dump received 2016","0.02",NA,NA,NA,NA,1978,2011,1978,2011,1980,2011,2011,1,2008,2007,"NEFSC-QUAHATLC-1978-2011-SISIMP2016_2008","NEFSC-QUAHATLC-1978-2011-SISIMP2016_2007",3120000,3170000,"TBbest-MT","MT",3120000,3170000,3120000,3170000,NA,NA,NA,NA,NA,NA,0.00496794871794872,0.00482649842271293,"ERbest-ratio","ratio",0.00496794871794872,0.00482649842271293,NA,NA,0.005,0.005,NA,NA,NA,NA,0.22,NA,NA,NA,0.022,"F45%  ",1730000,"TBmsy-MT",NA,NA,NA,NA,"","N",3,"Y"
"US East Coast","NEFSC-SURFMATLC-1965-2008-JACOBSON","SURFMATLC","NMFS","NEFSC","1965-2008",1965,2008,"https://repository.library.noaa.gov/view/noaa/3682","Biomass dynamics model (Delay difference model)","Delay difference","Delay difference model","USA","Mid-Atlantic Coast","USA-NMFS-MATLC","Atlantic surfclam Mid-Atlantic Coast","Bivalvia","Veneroida","Mactridae","Spisula","Spisula solidissima","Spisula solidissima","Atlantic surfclam",0,"Current","USA",21,"","0.15","NULL","not estimated, assummed at M=Fmsy",NA,NA,1981,2008,1981,2008,1965,2008,2008,2,2008,2007,"NEFSC-SURFMATLC-1965-2008-JACOBSON_2008","NEFSC-SURFMATLC-1965-2008-JACOBSON_2007",878000,905000,"TBbest-MT","MT",878000,905000,878000,905000,NA,NA,NA,NA,NA,NA,0.0272,0.0293,"F-1/yr","1/yr",NA,NA,NA,NA,0.0272,0.0293,NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA,543000,"TBmsy-MT",NA,NA,NA,NA,"","N",3,"Y"
"US East Coast","NEFSC-SURFMATLC-1982-2011-SISIMP2016","SURFMATLC","NMFS","NEFSC","1982-2011",1982,2011,"https://repository.library.noaa.gov/view/noaa/4374","Stock Synthesis v3.0 model","SS2","Stock Synthesis v3.0 model","USA","Mid-Atlantic Coast","USA-NMFS-MATLC","Atlantic surfclam Mid-Atlantic Coast","Bivalvia","Veneroida","Mactridae","Spisula","Spisula solidissima","Spisula solidissima","Atlantic surfclam",999,"Current","USA",21,"Imported from SIS data dump received 2016","0.15",NA,NA,NA,NA,1982,2011,1982,2011,1981,2011,2011,1,2008,2007,"NEFSC-SURFMATLC-1982-2011-SISIMP2016_2008","NEFSC-SURFMATLC-1982-2011-SISIMP2016_2007",1310000,1440000,"TBbest-MT","MT",1310000,1440000,1310000,1440000,NA,NA,NA,NA,NA,NA,0.028,0.029,"F-1/yr","1/yr",0.017175572519084,0.0172916666666667,NA,NA,0.028,0.029,0.1008,"ERmsy-calc-ratio",NA,NA,0.15,"proxy",NA,NA,0.15,"M proxy",972000,"TBmsy-MT",NA,NA,NA,NA,"","N",3,"Y"
"US East Coast","NMFS-MENATLAN-1940-2005-STANTON","MENATLAN","NMFS","NMFS","1940-2005",1940,2005,"http://www.asmfc.org/speciesDocuments/menhaden/reports/stockAssessments/2006StockAssessmentReport.pdf","Statistical catch at age model","AD-CAM","an AD-Model builder statistical Catch at Age Model","USA","Atlantic","USA-NMFS-ATL","Atlantic menhaden Atlantic","Actinopterygii","Clupeiformes","Clupeidae","Brevoortia","Brevoortia tyrannus","Brevoortia tyrannus","Atlantic menhaden",0,"Current","USA",21,"","0.45","NULL","",NA,NA,1955,2005,1955,2005,1940,2005,2005,2,2005,2004,"NMFS-MENATLAN-1940-2005-STANTON_2005","NMFS-MENATLAN-1940-2005-STANTON_2004",689000,869000,"TBbest-MT","MT",689000,869000,689000,869000,NA,NA,NA,NA,NA,NA,0.269,0.252,"ERbest-ratio","ratio",0.269,0.252,0.269,0.252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Y",11,"Y"
"US Southeast and Gulf","SEFSC-BNOSESHARATL-1950-2005-FAUCONNET","BNOSESHARATL","NMFS","SEFSC","1950-2005",1950,2005,"https://sedarweb.org/docs/sar/SAR_complete_2.pdf","State-space age-structured production model","ASPM","State-space age-structured production model","USA","Atlantic","USA-NMFS-ATL","Blacknose shark Atlantic","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus acronotus","Carcharhinus acronotus","Blacknose shark",0,"Current","USA",31,"","0.25",NA,"0.33 to 0.22 for 13 ages",NA,NA,1950,2005,1950,2005,1972,2005,2005,2,2005,2004,"SEFSC-BNOSESHARATL-1950-2005-FAUCONNET_2005","SEFSC-BNOSESHARATL-1950-2005-FAUCONNET_2004",372000,441000,"TN-E00","E00",NA,NA,NA,NA,372000,441000,NA,NA,NA,NA,0.144623655913978,0.238095238095238,"ERbest-ratio","ratio",0.144623655913978,0.238095238095238,NA,NA,0.245,0.445,NA,NA,NA,NA,0.07,"",NA,NA,NA,NA,570753,NA,349060,NA,NA,NA,"","N",4,"Y"
"US Southeast and Gulf","SEFSC-BNOSESHARATL-1950-2009-SISIMP2016","BNOSESHARATL","NMFS","SEFSC","1950-2009",1950,2009,"https://sedarweb.org/docs/sar/GoM_Blacknose_SAR.pdf","State-space age-structured production model","Unknown","State-space age-structured production model","USA","Atlantic","USA-NMFS-ATL","Blacknose shark Atlantic","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus acronotus","Carcharhinus acronotus","Blacknose shark",999,"Current","USA",31,"Imported from SIS data dump received 2016","0.2",NA,"Arithmetic mean of the age-specific values of M used for the baseline run ",NA,NA,1950,2009,1950,2009,1950,2009,2009,1,2005,2004,"SEFSC-BNOSESHARATL-1950-2009-SISIMP2016_2005","SEFSC-BNOSESHARATL-1950-2009-SISIMP2016_2004",170000,174000,"TN-E00","E00",NA,NA,NA,NA,170000,174000,NA,NA,NA,NA,0.0870588235294118,0.0879310344827586,"ERbest-ratio","ratio",0.0870588235294118,0.0879310344827586,NA,NA,0.138,0.128,NA,NA,NA,NA,0.08,"Direct estimate",0.06,"Ftarget-1/yr",0.08,"Fmsy",153709,NA,96809,NA,NA,NA,"","N",4,"Y"
