"assessid","stockid","country","region","assesssource","method","methodlong","M","M_notes","ty","B_ty","B_type","B_unit","TBbest_ty","TB_ty","TB_ty_minus1","TN_ty","TN_ty_minus1","SSB_ty","SSB_ty_minus1","SSB_E00eggs_ty","SSB_E00eggs_ty_minus1","F_ty","F_ty_minus1"
"HAWG-SPRATNS-1974-2016-ICESIMP2016","SPRATNS","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/spr-nsea.pdf","Unknown","Unknown",NA,NA,2007,236000,"SSB-MT","MT",955000,955000,1070000,NA,NA,236000,151000,NA,NA,1.54,1.25
"HAWG-SPRATNS-1974-2017-ICESIMP2018","SPRATNS","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/spr.27.4.pdf","Unknown","Unknown",NA,NA,2007,227000,"SSB-MT","MT",NA,NA,NA,NA,NA,227000,147000,NA,NA,1.56,1.31
"HAWG-SPRATNS-1974-2018-ICESIMP2018","SPRATNS","multinational","Europe (EU)","","Unknown","Unknown",NA,NA,2007,205000,"SSB-MT","MT",NA,NA,NA,NA,NA,205000,128000,NA,NA,1.58,1.24
"STECF-SPRBLKGSA29-1991-2010-BANOBI","SPRBLKGSA29","multinational","Mediterranean-Black Sea","http://151.1.154.86/GfcmWebSite/SAC/SCSA/14/SAFs.html","Statistical catch at age model","Integrated Catch-at-age Analysis","0.95","",2007,341000,"SSB-MT","MT",NA,NA,NA,NA,NA,341000,225000,NA,NA,0.59,0.592
"STECF-SPRBLKGSA29-1995-2014-OSIO","SPRBLKGSA29","multinational","Mediterranean-Black Sea","https://stecf.jrc.ec.europa.eu/documents/43805/1208033/2015-10_STECF+15-16+-+Black+Sea+assessments_JRC98095.pdf","Statistical catch at age model","Integrated Catch-at-age Analysis",NA,NA,2007,365000,"SSB-MT","MT",NA,NA,NA,NA,NA,365000,270000,NA,NA,0.294,0.417
"WGEF-SPURDNEATL-1905-2014-ICESIMP2016","SPURDNEATL","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/dgs-nea.pdf","Unknown","Unknown",NA,NA,2009,225000,"TBbest-MT","MT",225000,225000,220000,NA,NA,NA,NA,NA,NA,0.0155,0.0108
"WGEF-SPURDNEATL-1905-2016-ICESIMP2018","SPURDNEATL","multinational","Europe (EU)","","Unknown","Unknown",NA,NA,2009,256000,"TBbest-MT","MT",256000,256000,250000,NA,NA,NA,NA,NA,NA,0.0103125,0.00736
"AFSC-SRAKEROCKBSAI-1977-2010-STACHURA","SRAKEROCKBSAI","USA","US Alaska","http://www.afsc.noaa.gov/REFM/docs/2010/BSAIshortraker.pdf","Statistical catch at age model","an AD-Model builder statistical Catch at Age Model","0.03","",2009,17600,"TBbest-MT","MT",17600,17600,17800,NA,NA,NA,NA,NA,NA,0.0116477272727273,0.00932584269662921
"AFSC-SRAKEROCKBSAI-2004-2014-SISIMP2016","SRAKEROCKBSAI","USA","US Alaska","","Unknown","Unknown",NA,NA,2009,22500,"TBbest-MT","MT",22500,22500,22600,NA,NA,NA,NA,NA,NA,0.00817777777777778,0.00588495575221239
"IFOPCH-SSARDCH-2006-2012-CHING","SSARDCH","Chile","South America","NULL","Unknown","Unknown",NA,NA,2011,93600,"TBbest-MT","MT",93600,93600,111000,NA,NA,71400,80300,NA,NA,0.152777777777778,0.184684684684685
"IFOPCH-SSARDCH-2006-2016-PARMA","SSARDCH","Chile","South America","NULL","Statistical catch at age model","Unknown statistical catch-at-age model","1.1","",2011,94700,"TBbest-MT","MT",94700,94700,98300,NA,NA,26100,23500,NA,NA,0.173178458289335,0.204476093591048
"MARAM-SSLOBSTERSASC-1973-2012-Johnston","SSLOBSTERSASC","South Africa","South Africa","http://www.math.uct.ac.za/maram/pub/2013/FISHERIES_2013_AUG_SCRL_06.pdf","Biomass dynamics model","Age-structured surplus production model","0.1","",2012,1600,"TBbest-MT","MT",1600,1600,1510,NA,NA,1750,1650,NA,NA,0.203125,0.213245033112583
"MARAM-SSLOBSTERSASC-1973-2014-Johnston","SSLOBSTERSASC","South Africa","South Africa","http://www.mth.uct.ac.za/maram/pub/2015/FISHERIES_2015_JUL_SWG_SCRL_04.pdf","Biomass dynamics model","Age-structured surplus production model","0.1","",2012,1310,"TBbest-MT","MT",1310,1310,1380,NA,NA,1230,1210,NA,NA,0.225,0.223
"NWFSC-SSTHORNHPCOAST-1901-2005-STANTON","SSTHORNHPCOAST","USA","US West Coast","http://www.pcouncil.org/groundfish/gfsafe0406/gfsafe0406.html","Integrated Analysis","Stock Synthesis v2.0 model","0.05","",2004,144000,"TBbest-MT","MT",144000,144000,145000,NA,NA,82200,82300,NA,NA,0.00488,0.00572
"NWFSC-SSTHORNHPCOAST-1901-2013-SISIMP2016","SSTHORNHPCOAST","USA","US West Coast","","Integrated Analysis","Stock Synthesis v3.0 model",NA,NA,2004,251000,"TBbest-MT","MT",251000,251000,252000,NA,NA,145000,146000,NA,NA,0.00337051792828685,0.00358333333333333
"ISC-STMARLINWCNPAC-1951-2010-CHING","STMARLINWCNPAC","multinational","Pacific Ocean","http://isc.ac.affrc.go.jp/pdf/BILL/ISC11BILLWG-3_WP01.pdf","Integrated Analysis","Stock Synthesis v3.0 model",NA,NA,2009,5330,"TBbest-MT","MT",5330,5330,7410,NA,NA,1110,1620,NA,NA,0.48,0.498
"ISC-STMARLINWCNPAC-1974-2013-SISIMP2016","STMARLINWCNPAC","multinational","Pacific Ocean","","Integrated Analysis","Stock Synthesis v3.0 model",NA,NA,2009,6410,"TBbest-MT","MT",6410,6410,6770,NA,NA,NA,NA,NA,NA,0.385335413416537,0.51698670605613
"NEFSC-SURFMATLC-1965-2008-JACOBSON","SURFMATLC","USA","US East Coast","http://www.nefsc.noaa.gov/nefsc/publications/crd/crd0710/","Biomass dynamics model","Delay difference model","0.15","not estimated, assummed at M=Fmsy",2008,878000,"TBbest-MT","MT",878000,878000,905000,NA,NA,NA,NA,NA,NA,0.0272,0.0293
"NEFSC-SURFMATLC-1982-2011-SISIMP2016","SURFMATLC","USA","US East Coast","","Integrated Analysis","Stock Synthesis v2.0 model",NA,NA,2008,1310000,"TBbest-MT","MT",1310000,1310000,1440000,NA,NA,NA,NA,NA,NA,0.028,0.029
"CSIRO-SWHITSE-1945-2007-FULTON","SWHITSE","Australia","Australia","Received from CSIRO assessment team","Integrated Analysis","Stock Synthesis v2.0 model","0.5","",2007,7770,"TBbest-MT","MT",7770,7770,7690,NA,NA,2480,2600,NA,NA,0.195624195624196,0.211963589076723
"CSIRO-SWHITSE-1947-2008-MOESENEDER","SWHITSE","Australia","Australia","attached","Integrated Analysis","Stock Synthesis v3.0 model","0.534167","Fem and Male",2007,9160,"TBbest-MT","MT",9160,9160,8870,NA,NA,3290,3540,NA,NA,0.192,0.185
"CSIRO-SWHITSE-1947-2016-MOESENEDER","SWHITSE","Australia","Australia","attached","Integrated Analysis","Stock Synthesis v3.0 model","0.593193","Single Sex",2007,8600,"TBbest-MT","MT",8600,8600,8810,NA,NA,3330,3300,NA,NA,0.197,0.19
"AFSC-TANNERCRABBSAI-1949-2013-HIVELY","TANNERCRABBSAI","USA","US Alaska","http://www.npfmc.org/wp-content/PDFdocuments/membership/PlanTeam/Crab/September13/tanner.pdf","Biomass dynamics model","Tanner Crab Stock Assessment Model",NA,NA,2012,59400,"SSB-MT","MT",NA,NA,NA,NA,NA,59400,59300,NA,NA,0,0
"AFSC-TANNERCRABBSAI-1965-2015-SISIMP2016","TANNERCRABBSAI","USA","US Alaska","","Unknown","Unknown",NA,NA,2012,46500,"SSB-MT","MT",118000,118000,104000,NA,NA,46500,45100,NA,NA,0,0
"CSIRO-TIGERFLATSE-1913-2006-FULTON","TIGERFLATSE","Australia","Australia","Received from CSIRO assessment team","Integrated Analysis","Stock Synthesis v2.0 model","0.2","",2005,26300,"TBbest-MT","MT",26300,26300,27500,NA,NA,11400,12100,NA,NA,0.121673003802281,0.130909090909091
"CSIRO-TIGERFLATSE-1915-2015-MOESENEDER","TIGERFLATSE","Australia","Australia","attached","Integrated Analysis","Stock Synthesis v3.0 model","0.27","Fem and Male",2005,21700,"TBbest-MT","MT",21700,21700,22200,NA,NA,8770,9620,NA,NA,0.165,0.171
"STECF-TURBLKGSA29-1950-2014-OSIO","TURBLKGSA29","multinational","Mediterranean-Black Sea","https://stecf.jrc.ec.europa.eu/documents/43805/1208033/2015-10_STECF+15-16+-+Black+Sea+assessments_JRC98095.pdf","Statistical catch at age model","SAM",NA,NA,2010,2630,"SSB-MT","MT",NA,NA,NA,NA,NA,2630,3320,NA,NA,0.743,0.713
"STECF-TURBLKGSA29-1970-2010-BANOBI","TURBLKGSA29","multinational","Mediterranean-Black Sea","http://151.1.154.86/GfcmWebSite/SAC/SCSA/14/SAFs.html","VPA","Extended Survivor Analysis","0.19","",2010,2330,"SSB-MT","MT",NA,NA,NA,NA,NA,2330,3280,NA,NA,0.62,0.57
"SEFSC-VSNAPGM-1950-2014-SISIMP2016","VSNAPGM","USA","US Southeast and Gulf","","Integrated Analysis","Stock Synthesis v3.0 model",NA,NA,2004,202000000000000,"SSB-E00eggs","E00eggs",10200,10200,10400,NA,NA,NA,NA,202000000000000,206000000000000,0.478,0.475
"SEFSC-VSNAPGM-1981-2004-JENSEN","VSNAPGM","USA","US Southeast and Gulf","http://www.sefsc.noaa.gov/sedar/download/S9SAR3%20VS%20full%202.pdf?id=DOCUMENT","Biomass dynamics model","Age-structured surplus production model",NA,NA,2004,105000000000000,"SSB-E00eggs","E00eggs",NA,NA,NA,NA,NA,NA,NA,105000000000000,105000000000000,0.488,0.493
"WGBIE-WANGLVIIIc-IXa-1980-2014-ICESIMP2016","WANGLVIIIc-IXa","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/anp-8c9a.pdf","Unknown","Unknown",NA,NA,2012,8250,"TBbest-MT","MT",8250,8250,7460,NA,NA,6580,6160,NA,NA,0.152727272727273,0.13083109919571
"WGBIE-WANGLVIIIc-IXa-1980-2015-ICESIMP2016","WANGLVIIIc-IXa","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/anp-8c9a.pdf","Unknown","Unknown",NA,NA,2012,8650,"TBbest-MT","MT",8650,8650,7980,NA,NA,6950,6540,NA,NA,0.159537572254335,0.142857142857143
"WGBIE-WANGLVIIIc-IXa-1980-2016-ICESIMP2016","WANGLVIIIc-IXa","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/anp-8c9a.pdf","Unknown","Unknown",NA,NA,2012,8680,"TBbest-MT","MT",8680,8680,7950,NA,NA,6920,6490,NA,NA,0.158986175115207,0.143396226415094
"WGBIE-WANGLVIIIc-IXa-1980-2017-ICESIMP2018","WANGLVIIIc-IXa","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/mon.27.8c9a.pdf","Unknown","Unknown",NA,NA,2012,8710,"TBbest-MT","MT",8710,8710,7910,NA,NA,6910,6440,NA,NA,0.158438576349024,0.144121365360303
"WGBIE-WANGLVIIIc-IXa-1980-2018-ICESIMP2018","WANGLVIIIc-IXa","multinational","Europe (EU)","","Unknown","Unknown",NA,NA,2012,10500,"TBbest-MT","MT",10500,10500,9350,NA,NA,8250,7470,NA,NA,0.133333333333333,0.124064171122995
"WGHMM-WANGLVIIIc-IXa-1980-2013-ICESIMP2016","WANGLVIIIc-IXa","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/anp-8c9a.pdf","Unknown","Unknown",NA,NA,2012,8660,"TBbest-MT","MT",8660,8660,8000,NA,NA,7110,6660,NA,NA,0.145496535796767,0.122
"CSIRO-WAREHOUESE-1984-2006-FULTON","WAREHOUESE","Australia","Australia","Received from CSIRO assessment team","Integrated Analysis","Stock Synthesis v2.0 model",NA,NA,2006,1550,"TBbest-MT","MT",1550,1550,1330,NA,NA,765,740,NA,NA,0.110967741935484,0.0357894736842105
"CSIRO-WAREHOUESE-1986-2008-MOESENEDER","WAREHOUESE","Australia","Australia","attached","Integrated Analysis","Stock Synthesis v3.0 model","0.45","Fem and Male",2006,1140,"TBbest-MT","MT",1140,1140,1110,NA,NA,710,790,NA,NA,0.0521,0.0364
"CSIRO-WAREHOUWSE-1984-2006-FULTON","WAREHOUWSE","Australia","Australia","Received from CSIRO assessment team","Integrated Analysis","Stock Synthesis v2.0 model",NA,NA,2006,1310,"TBbest-MT","MT",1310,1310,1440,NA,NA,648,843,NA,NA,0.8,0.366
"CSIRO-WAREHOUWSE-1986-2008-MOESENEDER","WAREHOUWSE","Australia","Australia","attached","Integrated Analysis","Stock Synthesis v3.0 model","0.45","Fem and Male",2006,1480,"TBbest-MT","MT",1480,1480,1650,NA,NA,843,908,NA,NA,0.367,0.224
"NEFSC-WHAKEGBGOM-1962-2011-HIVELY","WHAKEGBGOM","USA","US East Coast","http://www.nefsc.noaa.gov/nefsc/publications/crd/","Statistical catch at age model","Age Structured Assessment Program","0.2","",2011,26900,"SSB-MT","MT",31200,31200,24600,NA,NA,26900,21100,NA,NA,0.13,0.11
"NEFSC-WHAKEGBGOM-1963-2014-SISIMP2016","WHAKEGBGOM","USA","US East Coast","","Statistical catch at age model","Age Structured Assessment Program",NA,NA,2011,22800,"SSB-MT","MT",NA,NA,NA,NA,NA,22800,18800,NA,NA,0.151,0.118
"STECF-WHITMEDGSA29-1994-2011-HIVELY","WHITMEDGSA29","multinational","Mediterranean-Black Sea","https://stecf.jrc.ec.europa.eu/","VPA","Extended Survivor Analysis","0.46","this is the value reported under Model assumptions",2011,27000,"SSB-MT","MT",NA,NA,NA,NA,NA,27000,36700,NA,NA,0.663,0.689
"STECF-WHITMEDGSA29-1994-2014-OSIO","WHITMEDGSA29","multinational","Mediterranean-Black Sea","https://stecf.jrc.ec.europa.eu/documents/43805/1208033/2015-10_STECF+15-16+-+Black+Sea+assessments_JRC98095.pdf","VPA","Extended Survivor Analysis",NA,NA,2011,13500,"SSB-MT","MT",NA,NA,NA,NA,NA,13500,18400,NA,NA,1.12,1.17
"WGNSSK-WHITNS-VIId-1978-2018-ICESIMP2018","WHITNS-VIId","multinational","Europe (EU)","","Unknown","Unknown",NA,NA,2011,355000,"TBbest-MT","MT",355000,355000,429000,NA,NA,149000,160000,NA,NA,0.0864788732394366,0.0801864801864802
"WGNSSK-WHITNS-VIId-1989-2012-CHING","WHITNS-VIId","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2012/2012/whg-47d.pdf","VPA","Extended Survivor Analysis",NA,NA,2011,622000,"TBbest-MT","MT",622000,622000,586000,NA,NA,311000,320000,NA,NA,0.0514,0.0531
"WGNSSK-WHITNS-VIId-1989-2013-ICESIMP2016","WHITNS-VIId","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/whg-47d.pdf","Unknown","Unknown",NA,NA,2011,715000,"TBbest-MT","MT",715000,715000,568000,NA,NA,312000,307000,NA,NA,0.0455944055944056,0.0547535211267606
"WGNSSK-WHITNS-VIId-1989-2014-ICESIMP2016","WHITNS-VIId","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/whg-47d.pdf","Unknown","Unknown",NA,NA,2011,729000,"TBbest-MT","MT",729000,729000,563000,NA,NA,310000,300000,NA,NA,0.044718792866941,0.0552397868561279
"WGNSSK-WHITNS-VIId-1989-2015-ICESIMP2016","WHITNS-VIId","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/whg-47d.pdf","Unknown","Unknown",NA,NA,2011,719000,"TBbest-MT","MT",719000,719000,564000,NA,NA,310000,301000,NA,NA,0.0453407510431154,0.0551418439716312
"WGNSSK-WHITNS-VIId-1989-2016-ICESIMP2016","WHITNS-VIId","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/whg-47d.pdf","Unknown","Unknown",NA,NA,2011,596000,"TBbest-MT","MT",596000,596000,484000,NA,NA,298000,291000,NA,NA,0.0546979865771812,0.0642561983471074
"WGNSSK-WHITNS-VIId-1989-2017-ICESIMP2018","WHITNS-VIId","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/whg.27.47d.pdf","Unknown","Unknown",NA,NA,2011,593000,"TBbest-MT","MT",593000,593000,483000,NA,NA,298000,291000,NA,NA,0.0539629005059022,0.0641821946169772
"WGCSE-WHITVIa-1980-2013-ICESIMP2016","WHITVIa","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/whg-scow.pdf","Unknown","Unknown",NA,NA,2011,9010,"SSB-MT","MT",9360,9360,7540,NA,NA,9010,4560,NA,NA,0.076,0.121
"WGCSE-WHITVIa-1980-2014-ICESIMP2016","WHITVIa","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/whg-scow.pdf","Unknown","Unknown",NA,NA,2011,9150,"SSB-MT","MT",10000,10000,7620,NA,NA,9150,4450,NA,NA,0.0813,0.133
"WGCSE-WHITVIa-1980-2015-ICESIMP2016","WHITVIa","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/whg-scow.pdf","Unknown","Unknown",NA,NA,2011,10700,"SSB-MT","MT",11700,11700,8600,NA,NA,10700,4680,NA,NA,0.073,0.128
"WGCSE-WHITVIa-1980-2016-ICESIMP2016","WHITVIa","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/whg-scow.pdf","Unknown","Unknown",NA,NA,2011,6240,"SSB-MT","MT",6840,6840,5390,NA,NA,6240,2890,NA,NA,0.132,0.218
"WGCSE-WHITVIa-1980-2017-ICESIMP2018","WHITVIa","multinational","Europe (EU)","","Unknown","Unknown",NA,NA,2011,5680,"SSB-MT","MT",NA,NA,NA,NA,NA,5680,2670,NA,NA,0.144,0.234
"WGNSDS-WHITVIa-1980-2012-CHING","WHITVIa","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2012/2012/whg-scow.pdf","Statistical catch at age model","State-space catch at age time series analysis",NA,NA,2011,9320,"SSB-MT","MT",9980,9980,8000,NA,NA,9320,4960,NA,NA,0.0698,0.108
"WGCSE-WHITVIIa-1980-2016-ICESIMP2018","WHITVIIa","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/whg-iris.pdf","Unknown","Unknown",NA,NA,2015,213,"SSB-MT","MT",NA,NA,NA,NA,NA,213,700,NA,NA,1.61,1.7
"WGCSE-WHITVIIa-1980-2017-ICESIMP2018","WHITVIIa","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/whg.27.7a.pdf","Unknown","Unknown",NA,NA,2015,708,"SSB-MT","MT",2650,2650,2820,NA,NA,708,957,NA,NA,0.9,1.43
"WGCSE-WHITVIIek-1981-2013-ICESIMP2016","WHITVIIek","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/whg-7e-k.pdf","Unknown","Unknown",NA,NA,2011,53800,"SSB-MT","MT",61600,61600,61100,NA,NA,53800,45000,NA,NA,0.329,0.505
"WGCSE-WHITVIIek-1999-2014-ICESIMP2016","WHITVIIek","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/whg-7e-k.pdf","Unknown","Unknown",NA,NA,2011,70400,"SSB-MT","MT",92100,92100,85800,NA,NA,70400,46200,NA,NA,0.289,0.404
"WGCSE-WHITVIIek-1999-2015-ICESIMP2016","WHITVIIek","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/whg-7e-k.pdf","Unknown","Unknown",NA,NA,2011,74700,"SSB-MT","MT",98300,98300,91200,NA,NA,74700,48000,NA,NA,0.272,0.387
"WGCSE-WHITVIIek-1999-2016-ICESIMP2016","WHITVIIek","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/whg-7e-k.pdf","Unknown","Unknown",NA,NA,2011,77100,"SSB-MT","MT",103000,103000,94700,NA,NA,77100,49300,NA,NA,0.262,0.376
"WGCSE-WHITVIIek-1999-2017-ICESIMP2018","WHITVIIek","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/whg.27.7b-ce-k.pdf","Unknown","Unknown",NA,NA,2011,78700,"SSB-MT","MT",NA,NA,NA,NA,NA,78700,50000,NA,NA,0.257,0.371
"WGSSDS-WHITVIIek-1981-2012-CHING","WHITVIIek","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2012/2012/whg-7e-k.pdf","VPA","Extended Survivor Analysis",NA,NA,2011,64600,"SSB-MT","MT",73200,73200,70600,NA,NA,64600,54100,NA,NA,0.242,0.394
"NEFSC-WINFLOUN5Z-1964-2011-HIVELY","WINFLOUN5Z","USA","US East Coast","http://www.nefsc.noaa.gov/nefsc/publications/crd/crd1117/","VPA","A general approach to fitting VPA models. ADAPT is based on minimising the sum-of-squares over any number of indices of abundance to find best-fit parameters.",NA,NA,2010,9700,"SSB-MT","MT",NA,NA,NA,43800000,32500000,9700,7920,NA,NA,0.154,0.23
"NEFSC-WINFLOUN5Z-1982-2014-SISIMP2016","WINFLOUN5Z","USA","US East Coast","","VPA","A general approach to fitting VPA models. ADAPT is based on minimising the sum-of-squares over any number of indices of abundance to find best-fit parameters.",NA,NA,2010,5000,"SSB-MT","MT",NA,NA,NA,NA,NA,5000,4280,NA,NA,0.365,0.459
"NEFSC-WITFLOUN5Y-1982-2008-WIGLEY","WITFLOUN5Y","USA","US East Coast","http://www.nefsc.noaa.gov/nefsc/publications/crd/crd0815/","VPA","Virtual Population Analysis","0.15","",2007,3430,"SSB-MT","MT",NA,NA,NA,NA,NA,3430,3700,NA,NA,0.29,0.47
"NEFSC-WITFLOUN5Y-1982-2014-SISIMP2016","WITFLOUN5Y","USA","US East Coast","","VPA","Virtual Population Analysis",NA,NA,2007,2400,"SSB-MT","MT",NA,NA,NA,NA,NA,2400,2590,NA,NA,0.568,0.899
"AFSC-WPOLLAI-1976-2013-CHING","WPOLLAI","USA","US Alaska","http://www.afsc.noaa.gov/REFM/Docs/2012/AIpollock.pdf","Statistical catch at age model","an AD-Model builder statistical Catch at Age Model",NA,NA,2012,235000,"TBbest-MT","MT",235000,235000,228000,NA,NA,83600,81000,NA,NA,0.00408936170212766,0.00530701754385965
"AFSC-WPOLLAI-1978-2015-SISIMP2016","WPOLLAI","USA","US Alaska","","Unknown","Unknown",NA,NA,2012,193000,"TBbest-MT","MT",193000,193000,194000,NA,NA,71000,70100,NA,NA,0.00505181347150259,0.00623711340206186
"AFSC-WPOLLGA-1970-2014-HIVELY","WPOLLGA","USA","US Alaska","http://www.afsc.noaa.gov/refm/stocks/assessments.htm","Statistical catch at age model","an AD-Model builder statistical Catch at Age Model","0.3","",2013,1070000,"TBbest-MT","MT",1070000,1070000,1110000,NA,NA,340000,306000,NA,NA,0.09,0.09
"AFSC-WPOLLGA-1970-2015-SISIMP2016","WPOLLGA","USA","US Alaska","","Unknown","Unknown",NA,NA,2013,1260000,"TBbest-MT","MT",1260000,1260000,1270000,NA,NA,376000,342000,NA,NA,0.0765079365079365,0.0818897637795276
"NWFSC-WROCKPCOAST-1916-2011-STACHURA","WROCKPCOAST","USA","US West Coast","http://www.pcouncil.org/wp-content/uploads/E1a_ATT3_STATUS_WIDOW_NOV2011BB.pdf","Integrated Analysis","Stock Synthesis v3.0 model","0.12","for females, 0.129 for males, units yr^-1",2010,67900,"TBbest-MT","MT",67900,67900,67400,NA,NA,36100,35500,NA,NA,0.00224,0.00289
"NWFSC-WROCKPCOAST-1916-2015-SISIMP2016","WROCKPCOAST","USA","US West Coast","","Integrated Analysis","Stock Synthesis v3.0 model",NA,NA,2010,90500,"TBbest-MT","MT",90500,90500,86900,NA,NA,44300,43100,NA,NA,0.00197790055248619,0.00214039125431531
"SEFSC-WSHRIMPGM-1984-2011-HIVELY","WSHRIMPGM","USA","US Southeast and Gulf","NULL","Integrated Analysis","Stock Synthesis v3.0 model",NA,NA,2011,665000,"SSB-MT","MT",NA,NA,NA,NA,NA,665000,459000,NA,NA,0.219,0.175
"SEFSC-WSHRIMPGM-1984-2014-SISIMP2016","WSHRIMPGM","USA","US Southeast and Gulf","","Integrated Analysis","Stock Synthesis v3.0 model",NA,NA,2011,677000,"SSB-MT","MT",NA,NA,NA,NA,NA,677000,460000,NA,NA,1.05,0.892
"NEFSC-YELLCCODGOM-1935-2008-LEGAULT","YELLCCODGOM","USA","US East Coast","http://www.nefsc.noaa.gov/nefsc/publications/crd/crd0815/","VPA","Virtual Population Analysis",NA,NA,2007,1920,"SSB-MT","MT",NA,NA,NA,16900000,17900000,1920,1080,NA,NA,0.414,1.01
"NEFSC-YELLCCODGOM-1985-2014-SISIMP2016","YELLCCODGOM","USA","US East Coast","","VPA","Virtual Population Analysis",NA,NA,2007,788,"SSB-MT","MT",NA,NA,NA,NA,NA,788,667,NA,NA,1.06,1.48
"NEFSC-YELLSNEMATL-1935-2011-HIVELY","YELLSNEMATL","USA","US East Coast","http://www.nefsc.noaa.gov/nefsc/publications/crd/","Statistical catch at age model","Age Structured Assessment Program","0.3","",2011,3870,"SSB-MT","MT",5310,5310,4260,NA,NA,3870,3320,NA,NA,0.121,0.112
"NEFSC-YELLSNEMATL-1973-2014-SISIMP2016","YELLSNEMATL","USA","US East Coast","","Statistical catch at age model","Age Structured Assessment Program",NA,NA,2011,1370,"SSB-MT","MT",NA,NA,NA,NA,NA,1370,1340,NA,NA,0.408,0.296
"NWFSC-YEYEROCKPCOAST-1916-2011-STACHURA","YEYEROCKPCOAST","USA","US West Coast","obtained from assessment author, not available on the PFMC website yet","Integrated Analysis","Stock Synthesis v3.0 model","0.046","female, 0.045 for males",2010,2150,"TBbest-MT","MT",2150,2150,2110,NA,NA,NA,NA,214000000,208000000,0.00530232558139535,0.00516587677725119
"NWFSC-YEYEROCKPCOAST-1916-2015-SISIMP2016","YEYEROCKPCOAST","USA","US West Coast","","Integrated Analysis","Stock Synthesis v3.0 model",NA,NA,2010,2150,"TBbest-MT","MT",2150,2150,2110,NA,NA,NA,NA,214000000,208000000,0.00353488372093023,0.00516587677725119
"ICCAT-YFINATL-1950-2011-CHING","YFINATL","multinational","Atlantic Ocean","www.iccat.int/Documents/Meetings/Docs/2008_TROP_REP_EN.pdf","Biomass dynamics model","Surplus production model",NA,NA,2010,393000,"TBbest-MT","MT",393000,393000,382000,NA,NA,NA,NA,NA,NA,0.276,0.303
