assessid,stockid,country,region,assesssource,method,methodlong,M,M_notes,ty,B_ty,B_type,B_unit,F_ty,F_type,F_unit,ERmsybest,ERmsybest_notes,Fmsy,Fmsy_notes,TBmsybest,TBmsybest_notes,SSBmsy,SSBmsy_notes,FECmsy,FECmsy_notes,OFL_pdf,OFL_pdf_notes,F_ABC,F_ABC_notes,ABC_pdf,ABC_pdf_notes,if_B_match,comments
FAFRFJ-JMACKPJPN-1982-2013-JPNIMP2016,JMACKPJPN,Japan,Japan,http://abchan.job.affrc.go.jp/digests25/details/2503.pdf,VPA,Virtual Population Analysis,0.5,,2009,57700,TBbest-MT,MT,0.407279029,ERbest-ratio,ratio,0.341,ERmsy-ratio,NA,NA,208036.8884,TBmsy-calc-MT,116600,,,,,,,,,,,
FAFRFJ-JMACKTSST-1973-2010-ONO,JMACKTSST,Japan,Japan,,VPA,Virtual Population Analysis,0.5,,2010,456000,TBbest-MT,MT,0.325,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
FAFRFJ-JMACKTSST-1973-2013-JPNIMP2016,JMACKTSST,Japan,Japan,http://abchan.job.affrc.go.jp/digests25/details/2504.pdf,VPA,Virtual Population Analysis,0.5,,2010,381000,TBbest-MT,MT,0.338582677,ERbest-ratio,ratio,0.332,ERmsy-ratio,NA,NA,528739.5123,TBmsy-calc-MT,292056,SSBmsy-MT,,,,,,,,,,
FAFRFJ-OFLOUNECS-1975-2013-JPNIMP2016,OFLOUNECS,Japan,Japan,http://abchan.job.affrc.go.jp/digests25/details/2558.pdf,VPA,Virtual Population Analysis,0.208,,2010,3490,TBbest-MT,MT,0.372492837,ERbest-ratio,ratio,0.151,ERmsy-ratio,NA,NA,7826.2504,TBmsy-calc-MT,7393,,,,,,,,,,,
FAFRFJ-OFLOUNECS-1986-2010-ONO,OFLOUNECS,Japan,Japan,NULL,VPA,Virtual Population Analysis,0.31,,2010,3410,TBbest-MT,MT,0.394,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
FAFRFJ-OFLOUNNSJ-1970-2013-JPNIMP2016,OFLOUNNSJ,Japan,Japan,http://abchan.job.affrc.go.jp/digests25/details/2557.pdf,VPA,Virtual Population Analysis,0.2,,2010,2530,TBbest-MT,MT,0.466403162,ERbest-ratio,ratio,0.217,ERmsy-ratio,NA,NA,7171.5397,TBmsy-calc-MT,6160,,,,,,,,,,,
FAFRFJ-OFLOUNNSJ-1999-2010-ONO,OFLOUNNSJ,Japan,Japan,NULL,VPA,Virtual Population Analysis,0.2,,2010,2600,TBbest-MT,MT,0.453,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
FAFRFJ-OFLOUNPAC-1970-2013-JPNIMP2016,OFLOUNPAC,Japan,Japan,http://abchan.job.affrc.go.jp/digests25/details/2555.pdf,VPA,Virtual Population Analysis,0.21,"sex specific (female=0.21, male=0.25)",2009,4420,TBbest-MT,MT,0.509049774,ERbest-ratio,ratio,0.419,ERmsy-ratio,NA,NA,5146,TBmsy-MT,NA,NA,,,,,,,,,,
FAFRFJ-OFLOUNPAC-1990-2009-ONO,OFLOUNPAC,Japan,Japan,NULL,VPA,Virtual Population Analysis,0.21,,2009,6280,TBbest-MT,MT,0.525,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
FAFRFJ-OFLOUNSETO-1965-2013-JPNIMP2016,OFLOUNSETO,Japan,Japan,http://abchan.job.affrc.go.jp/digests25/details/2556.pdf,VPA,Virtual Population Analysis,0.31,,2010,2180,TBbest-MT,MT,0.344495413,ERbest-ratio,ratio,0.218,ERmsy-ratio,NA,NA,4012.1849,TBmsy-calc-MT,2905,,,,,,,,,,,
FAFRFJ-OFLOUNSETO-1987-2010-ONO,OFLOUNSETO,Japan,Japan,NULL,VPA,Virtual Population Analysis,0.31,,2010,1950,TBbest-MT,MT,0.389,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
FAFRFJ-PILCHPJPN-1975-2013-JPNIMP2016,PILCHPJPN,Japan,Japan,http://abchan.job.affrc.go.jp/digests25/details/2501.pdf,VPA,Virtual Population Analysis,0.4,,2009,134000,TBbest-MT,MT,0.367164179,ERbest-ratio,ratio,0.28,ERmsy-ratio,NA,NA,628365.7229,TBmsy-calc-MT,361622,,,,,,,,,,,
FAFRFJ-PILCHPJPN-1976-2009-ONO,PILCHPJPN,Japan,Japan,http://abchan.job.affrc.go.jp/digests22/details/2201.pdf,VPA,Virtual Population Analysis,0.4,,2009,202000,TBbest-MT,MT,0.234,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
FAFRFJ-PILCHTSST-1960-2010-ONO,PILCHTSST,Japan,Japan,http://abchan.job.affrc.go.jp/digests23/details/2302.pdf,VPA,Virtual Population Analysis,NA,NA,2010,34200,TBbest-MT,MT,0.164,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
FAFRFJ-PILCHTSST-1960-2013-JPNIMP2016,PILCHTSST,Japan,Japan,http://abchan.job.affrc.go.jp/digests25/details/2502.pdf,VPA,Virtual Population Analysis,0.4,,2010,133000,TBbest-MT,MT,0.041954887,ERbest-ratio,ratio,0.26,ERmsy-ratio,NA,NA,203891.5634,TBmsy-calc-MT,122056,,,,,,,,,,,
FAFRFJ-RBRMECS-1969-2010-ONO,RBRMECS,Japan,Japan,NULL,VPA,Virtual Population Analysis,0.125,,2010,17500,TBbest-MT,MT,0.333,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
FAFRFJ-RBRMECS-1969-2013-JPNIMP2016,RBRMECS,Japan,Japan,http://abchan.job.affrc.go.jp/digests25/details/2546.pdf,VPA,Virtual Population Analysis,0.125,,2010,16900,TBbest-MT,MT,0.331952663,ERbest-ratio,ratio,0.12,ERmsy-ratio,NA,NA,96879.9895,TBmsy-calc-MT,87132,,,,,,,,,,,
FAFRFJ-RBRMSETOE-1977-2010-ONO,RBRMSETOE,Japan,Japan,NULL,VPA,Virtual Population Analysis,0.24,,2010,5310,TBbest-MT,MT,0.388,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
FAFRFJ-RBRMSETOE-1977-2013-JPNIMP2016,RBRMSETOE,Japan,Japan,http://abchan.job.affrc.go.jp/digests25/details/2544.pdf,VPA,Virtual Population Analysis,0.24,"age specific M(0: 0.39, 1: 0.24, 2+: 0.17)",2010,4890,TBbest-MT,MT,0.417177914,ERbest-ratio,ratio,0.145,ERmsy-ratio,NA,NA,21417.4391,TBmsy-calc-MT,16552,,,,,,,,,,,
FAFRFJ-RBRMSETOW-1977-2010-ONO,RBRMSETOW,Japan,Japan,NULL,VPA,Virtual Population Analysis,0.24,,2010,8620,TBbest-MT,MT,0.264,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
FAFRFJ-RBRMSETOW-1977-2013-JPNIMP2016,RBRMSETOW,Japan,Japan,http://abchan.job.affrc.go.jp/digests25/details/2545.pdf,VPA,Virtual Population Analysis,0.24,"age specific M(0: 0.39, 1: 0.24, 2+: 0.17)",2010,8510,TBbest-MT,MT,0.266745006,ERbest-ratio,ratio,0.173,ERmsy-ratio,NA,NA,24122.1391,TBmsy-calc-MT,18103,,,,,,,,,,,
FAFRFJ-SPANMACKSETO-1987-2010-ONO,SPANMACKSETO,Japan,Japan,NULL,VPA,Virtual Population Analysis,0.3,,2010,4610,TBbest-MT,MT,0.313,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
FAFRFJ-SPANMACKSETO-1987-2013-JPNIMP2016,SPANMACKSETO,Japan,Japan,http://abchan.job.affrc.go.jp/digests25/details/2554.pdf,VPA,Virtual Population Analysis,0.3,,2010,4180,TBbest-MT,MT,0.344497608,ERbest-ratio,ratio,0.283,ERmsy-ratio,NA,NA,24474.4064,TBmsy-calc-MT,16707,,,,,,,,,,,
IFOPCH-PATGRENADIERCH-1977-2012-CHING,PATGRENADIERCH,Chile,South America,NULL,Statistical catch at age model,Unknown statistical catch-at-age model,NA,NA,2012,397000,TBbest-MT,MT,0.143,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
IFOPCH-PATGRENADIERCH-1977-2015-PAYA,PATGRENADIERCH,Chile,South America,https://www.researchgate.net/publication/290391145_Informe_de_Estatus_Estatus_y_posibilidades_de_explotacion_biologicamente_sustentables_de_los_principales_recursos_pesqueros_nacionales_al_ano_2016_Merluza_de_Cola,Statistical catch at age model,Unknown statistical catch-at-age model,0.35,,2012,338000,TBbest-MT,MT,0.27,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
IFP-PTOOTHFISHCH-1975-2014-TASCHERI,PTOOTHFISHCH,Chile,South America,NULL,Statistical catch at age model,Unknown statistical catch-at-age model,0.15,,2011,68400,TBbest-MT,MT,0.14,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
IFP-PTOOTHFISHCH-1989-2011-CHING,PTOOTHFISHCH,Chile,South America,NULL,Statistical catch at age model,Unknown statistical catch-at-age model,NA,NA,2011,17700,TBbest-MT,MT,0.250847458,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
IFOPCH-SBWHITCH-1977-2015-PARMA,SBWHITCH,Chile,South America,NULL,Statistical catch at age model,Unknown statistical catch-at-age model,0.18,,2011,203000,TBbest-MT,MT,0.106896552,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
IFOPCH-SBWHITCH-1977-2016-PARMA,SBWHITCH,Chile,South America,NULL,Statistical catch at age model,Unknown statistical catch-at-age model,0.18,,2011,187000,TBbest-MT,MT,0.116042781,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
IFOPCH-SBWHITCH-1979-2012-CHING,SBWHITCH,Chile,South America,NULL,Statistical catch at age model,Unknown statistical catch-at-age model,NA,NA,2011,619000,TBbest-MT,MT,0.0325,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
IFOPCH-SOUTHHAKECH-1977-2011-CHING,SOUTHHAKECH,Chile,South America,NULL,Statistical catch at age model,Unknown statistical catch-at-age model,NA,NA,2011,410000,TBbest-MT,MT,0.0305,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
IFOPCH-SOUTHHAKECH-1977-2015-PARMA,SOUTHHAKECH,Chile,South America,http://www.ifop.cl/wp-content/contenidos/uploads/informes_programas/INFORMES2015/15%20MERLUZA%20DEL%20SUR/Estatus%20y%20Cuota%20Merluza%20del%20sur2015.pdf,Statistical catch at age model,Unknown statistical catch-at-age model,0.21,,2011,322000,TBbest-MT,MT,0.083850932,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
IFOPCH-SPHAKECH-1940-2015-TASCHERI,SPHAKECH,Chile,South America,NULL,Statistical catch at age model,Unknown statistical catch-at-age model,0.33,,2012,288000,TBbest-MT,MT,0.17,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
IFOPCH-SPHAKECH-1968-2012-CHING,SPHAKECH,Chile,South America,NULL,Statistical catch at age model,Unknown statistical catch-at-age model,NA,NA,2012,346000,TBbest-MT,MT,0.13,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
IFOPCH-SSARDCH-2006-2012-CHING,SSARDCH,Chile,South America,NULL,Statistical catch at age model,Unknown statistical catch-at-age model,NA,NA,2011,93600,TBbest-MT,MT,0.152777778,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
IFOPCH-SSARDCH-2006-2016-PARMA,SSARDCH,Chile,South America,NULL,Statistical catch at age model,Unknown statistical catch-at-age model,1.1,,2011,94700,TBbest-MT,MT,0.173178458,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
DFO-AMPL23K-1960-2012-WATSON,AMPL23K,Canada,Canada East Coast,http://www.dfo-mpo.gc.ca/Csas-sccs/publications/resdocs-docrech/2012/2012_152-eng.pdf,Survey index,Temporal indices derived from scientific survey data,NA,NA,2003,8000,TBbest-MT,MT,0.00425,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
DFO-NFLD-AMPL23K-1960-2004-PREFONTAINE,AMPL23K,Canada,Canada East Coast,http://www.dfo-mpo.gc.ca/csas/csas/Publications/Pub_Index_e.htm,Survey index,Temporal indices derived from scientific survey data,NA,NA,2003,8010,TBbest-MT,MT,0.00424,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
DFO-COD2J3KL-1959-2014-WATSON,COD2J3KL,Canada,Canada East Coast,http://www.dfo-mpo.gc.ca/csas-sccs/publications/scr-rs/2015/2015_018-eng.pdf,Survey index,Survey based stock assessment method,NA,NA,2007,103000,TBbest-MT,MT,0.028446602,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
DFO-NFLD-COD2J3KL-1850-2011-CHING,COD2J3KL,Canada,Canada East Coast,NULL,Survey index,Survey based stock assessment method,NA,NA,2007,103000,TBbest-MT,MT,0.0241,ERbest-ratio,ratio,0.1,ERmsy-ratio,NA,NA,NA,NA,1000000,Ray Hilborn,,,,,,,,,,
DFO-NFLD-COD2J3KL-1959-2018-ASHBROOK,COD2J3KL,Canada,Canada East Coast,http://www.dfo-mpo.gc.ca/csas-sccs/Publications/ResDocs-DocRech/2018/2018_018-eng.html,Statistical catch at age model,Integrated Catch-at-age Analysis,NA,NA,2007,167000,TBbest-MT,MT,0.015907943,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
DFO-COD3Pn4RS-1964-2015-WATSON,COD3Pn4RS,Canada,Canada East Coast,NULL,VPA,Sequential Population Analysis / ADAPT,NA,NA,2010,62000000,TN-E00,E00,0.28,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
DFO-QUE-COD3Pn4RS-1964-2012-CHING,COD3Pn4RS,Canada,Canada East Coast,http://www.dfo-mpo.gc.ca/csas-sccs/Publications/SAR-AS/2012/2012_005-eng.pdf,VPA,Sequential Population Analysis / ADAPT,NA,NA,2010,51500000,TN-E00,E00,0.105,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
DFO-HAD4X5Y-1970-2014-WATSON,HAD4X5Y,Canada,Canada East Coast,http://publications.gc.ca/collections/collection_2015/mpo-dfo/Fs70-5-2015-022-eng.pdf,VPA,Virtual Population Analysis,NA,NA,2010,45500,TBbest-MT,MT,0.124395604,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
DFO-MAR-HAD4X5Y-1970-2011-CHING,HAD4X5Y,Canada,Canada East Coast,http://www.dfo-mpo.gc.ca/csas-sccs/Publications/SAR-AS/2012/2012_023-eng.pdf,VPA,Virtual Population Analysis,NA,NA,2010,45900,TBbest-MT,MT,0.061,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,52000,,,,,,,,,,,
DFO-HERRCC-1951-2015-WATSON,HERRCC,Canada,Canada West Coast,http://www.dfo-mpo.gc.ca/csas-sccs/publications/scr-rs/2015/2015_038-eng.pdf,Statistical catch at age model,Statistical catch-at-age model,NA,NA,2007,22200,TBbest-MT,MT,0.017927928,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
DFO-PAC-HERRCC-1951-2007-COLLIE,HERRCC,Canada,Canada West Coast,received from contact,Statistical catch at age model,an AD-Model builder statistical Catch at Age Model,NA,NA,2007,11200,TBbest-MT,MT,0.0356,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Canada,Canada West Coast,http://www.dfo-mpo.gc.ca/csas-sccs/publications/scr-rs/2015/2015_038-eng.pdf,Statistical catch at age model,Statistical catch-at-age model,NA,NA,2007,33200,TBbest-MT,MT,0.029186747,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
DFO-PAC-HERRPRD-1951-2007-COLLIE,HERRPRD,Canada,Canada West Coast,received from contact,Statistical catch at age model,an AD-Model builder statistical Catch at Age Model,NA,NA,2007,17800,TBbest-MT,MT,0.0544,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
DFO-HERRQCI-1951-2015-WATSON,HERRQCI,Canada,Canada West Coast,http://www.dfo-mpo.gc.ca/csas-sccs/publications/scr-rs/2015/2015_038-eng.pdf,Statistical catch at age model,Statistical catch-at-age model,NA,NA,2007,17700,TBbest-MT,MT,0,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
DFO-PAC-HERRQCI-1951-2007-COLLIE,HERRQCI,Canada,Canada West Coast,received from contact,Statistical catch at age model,an AD-Model builder statistical Catch at Age Model,NA,NA,2007,9150,TBbest-MT,MT,0,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
DFO-HERRSOG-1951-2015-WATSON,HERRSOG,Canada,Canada West Coast,http://www.dfo-mpo.gc.ca/csas-sccs/publications/scr-rs/2015/2015_038-eng.pdf,Statistical catch at age model,Statistical catch-at-age model,NA,NA,2007,163000,TBbest-MT,MT,0.062576687,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
DFO-PAC-HERRSOG-1951-2007-COLLIE,HERRSOG,Canada,Canada West Coast,received from contact,Statistical catch at age model,an AD-Model builder statistical Catch at Age Model,NA,NA,2007,75500,TBbest-MT,MT,0.13,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
DFO-HERRWCVANI-1951-2015-WATSON,HERRWCVANI,Canada,Canada West Coast,http://www.dfo-mpo.gc.ca/csas-sccs/publications/scr-rs/2015/2015_038-eng.pdf,Statistical catch at age model,Statistical catch-at-age model,NA,NA,2007,19600,TBbest-MT,MT,0,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
DFO-PAC-HERRWCVANI-1951-2007-COLLIE,HERRWCVANI,Canada,Canada West Coast,received from contact,Statistical catch at age model,an AD-Model builder statistical Catch at Age Model,NA,NA,2007,2140,TBbest-MT,MT,0,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
DFO-MACKNWATLSA3-4-1968-2014-WATSON,MACKNWATLSA3-4,Canada,Canada East Coast,http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/2014/2014_077-fra.pdf,Unknown,Unknown,NA,NA,2011,42200,TBbest-MT,MT,0.27014218,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
DFO-QUE-MACKNWATLSA3-4-1967-2011-CHING,MACKNWATLSA3-4,Canada,Canada East Coast,http://www.dfo-mpo.gc.ca/csas-sccs/Publications/SAR-AS/2012/2012_031-eng.pdf,Unknown,Unknown,NA,NA,2011,77300,TBbest-MT,MT,0.127425614,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
DFO-PAC-PCODHS-1944-2014-OSGOOD,PCODHS,Canada,Canada West Coast,http://www.dfo-mpo.gc.ca/csas-sccs/Publications/ResDocs-DocRech/2015/2015_052-eng.pdf,Biomass dynamics model (Delay difference model),Delay difference model,0.393,Estimated in log space; Maximum posterior density estimate from posterior,2004,10700,TBbest-MT,MT,0.052056075,ERbest-ratio,ratio,NA,NA,0.22,Flim-1/yr ,19258,TBmgt-MT  ,NA,NA,,,,,,,,,,
DFO-PAC-PCODHS-1956-2005-COLLIE,PCODHS,Canada,Canada West Coast,http://www.pac.dfo-mpo.gc.ca/sci/psarc/ResDocs/groundfish05_e.htm,Biomass dynamics model (Delay difference model),Delay difference model,0.567,,2004,9600,TBbest-MT,MT,0.0417,ERbest-ratio,ratio,NA,NA,0.354,,8861,TBmsy-MT,NA,NA,,,,,,,,,,
DFO-PAC-RSOLEHSTR-1945-2001-COLLIE,RSOLEHSTR,Canada,Canada West Coast,received from Contact,Statistical catch at age model,State-space catch at age time series analysis,0.2,,2001,4850,TBbest-MT,MT,0.118,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Canada,Canada West Coast,http://www.dfo-mpo.gc.ca/csas-sccs/Publications/ResDocs-DocRech/2016/2016_009-eng.pdf,Statistical catch at age model,Statistical catch-at-age model,0.2514,,2001,6323.159265,TBbest-MT,MT,0.0976,ERbest-ratio,ratio,0.507,ERmsy-ratio,NA,NA,3737.6726,TBmsy-calc-MT,4853,Median of posterior,,,,,,,,,,
DFO-MAR-SCALLGB-1981-2012-ASHBROOK,SCALLGB,Canada,Canada East Coast,http://www.dfo-mpo.gc.ca/Csas-sccs/publications/resdocs-docrech/2013/2013_079-eng.pdf,Biomass dynamics model (Delay difference model),Delay difference model,0.04,Non-harvest mortality including discard mortality.,2007,20800,TBbest-MT,MT,0.19,ERbest-ratio,ratio,NA,NA,NA,NA,12779,TBmgtbest-MT,NA,NA,,,,,,,,,,
DFO-NFLD-SCALLGB-1978-2007-ANDERSON,SCALLGB,Canada,Canada East Coast,http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/2009/2009_034-eng.htm,Biomass dynamics model (Delay difference model),Delay difference model,NA,NA,2007,26100,TBbest-MT,MT,0.153,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
DFO-SCALLGB-1986-2014-ASHBROOK,SCALLGB,Canada,Canada East Coast,http://www.dfo-mpo.gc.ca/csas-sccs/publications/scr-rs/2015/2015_025-eng.pdf,Biomass dynamics model (Delay difference model),Delay difference model,0.159,Three year mean. From 2015 assessment. Non-harvest mortality including discard mortality.,2007,20800,TBbest-MT,MT,0.179807692,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
DFO-SG-SNOWCRABSGSL-1984-2007-ANDERSON,SNOWCRABSGSL,Canada,Canada East Coast,http://www.dfo-mpo.gc.ca/CSAS/Csas/Publications/ResDocs-DocRech/2008/2008_040_e.htm,Survey index,Temporal indices derived from scientific survey data,0.38,"Wade, E., T. Surette, J. Apaloo, and M. Moriyasu, 2003. Estimation of mean annual natural mortality for adult male snow crab, Chionoecetes opilio, in the southern Gulf of St. Lawrence. DFO Can. Sci. Advis. Sec. Res. Doc. 2003/016.",2007,50600,TBbest-MT,MT,0.459,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
DFO-SNOWCRABSGSL-1987-2014-WATSON,SNOWCRABSGSL,Canada,Canada East Coast,http://www.dfo-mpo.gc.ca/csas-sccs/Publications/ResDocs-DocRech/2015/2015_081-eng.pdf,Survey index,Survey based stock assessment method,NA,NA,2007,66700,TBbest-MT,MT,0.362,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
CSIRO-BGRDRNSWWA-1960-2012-MOESENEDER,BGRDRNSWWA,Australia,Australia,attached,Stock Synthesis v3.0 model,Stock Synthesis v3.0 model,0.1474,Fem and Male,2012,75700,TBbest-MT,MT,0.0555,ERbest-ratio,ratio,NA,NA,0.1653, Depends on selectivity ,NA,NA,10525.1593,,,,,,,,,,,
CSIRO-BGRDRNSWWA-1960-2017-MOESENEDER,BGRDRNSWWA,Australia,Australia,attached,Stock Synthesis v3.0 model,Stock Synthesis v3.0 model,0.1782,0.174052 for female and 0.18232 for male,2012,72361,TBbest-MT,MT,0.05934412,ERbest-ratio,ratio,NA,NA,0.1222, Depends on selectivity ,NA,NA,14340.706,,,,,,,,,,,
CSIRO-BIGHTREDSE-1958-2007-FULTON,BIGHTREDSE,Australia,Australia,Received from CSIRO assessment team,Stock Synthesis v2.0 model,Stock Synthesis v2.0 model,0.1,,2006,54000,TBbest-MT,MT,0.0428,ERbest-ratio,ratio,0.04,ERmsy-ratio,NA,NA,NA,NA,16240.128,,,,,,,,,,,
CSIRO-BIGHTREDSE-1960-2014-MOESENEDER,BIGHTREDSE,Australia,Australia,attached,Stock Synthesis v3.0 model,Stock Synthesis v3.0 model,0.106,Fem and Male,2006,12300,TBbest-MT,MT,0.0829,ERbest-ratio,ratio,NA,NA,0.1035, Depends on selectivity ,NA,NA,1234.694,,,,,,,,,,,
CSIRO-DEEPFLATHEADSE-1978-2007-FULTON,DEEPFLATHEADSE,Australia,Australia,Received from CSIRO assessment team,Stock Synthesis v2.0 model,Stock Synthesis v2.0 model,0.2,,2006,10200,TBbest-MT,MT,0.127,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,3286.512,,,,,,,,,,,
CSIRO-DEEPFLATHEADSE-1980-2015-MOESENEDER,DEEPFLATHEADSE,Australia,Australia,attached,Stock Synthesis v3.0 model,Stock Synthesis v3.0 model,0.1915,Fem and Male,2006,9750,TBbest-MT,MT,0.106,ERbest-ratio,ratio,NA,NA,0.1679, Depends on selectivity ,NA,NA,2963.411,,,,,,,,,,,
CSIRO-MORWONGESE-1915-2014-MOESENEDER,MORWONGESE,Australia,Australia,attached,Stock Synthesis v3.0 model,Stock Synthesis v3.0 model,0.15,Fem and Male,2014,3930,TBbest-MT,MT,0.0486,ERbest-ratio,ratio,NA,NA,0.1322, Depends on selectivity ,NA,NA,2240.4604,,,,,,,,,,,
CSIRO-MORWONGESE-1915-2017-MOESENEDER,MORWONGESE,Australia,Australia,attached,Stock Synthesis v3.0 model,Stock Synthesis v3.0 model,0.15,Single Sex,2014,2598.81,TBbest-MT,MT,0.07337743,ERbest-ratio,ratio,NA,NA,0.1325, Depends on selectivity ,NA,NA,1994.2293,,,,,,,,,,,
CSIRO-MORWONGWSE-1986-2014-MOESENEDER,MORWONGWSE,Australia,Australia,attached,Stock Synthesis v3.0 model,Stock Synthesis v3.0 model,0.15,Fem and Male,2014,2250,TBbest-MT,MT,0.00578,ERbest-ratio,ratio,NA,NA,0.1576, Depends on selectivity ,NA,NA,733.8252,,,,,,,,,,,
CSIRO-MORWONGWSE-1986-2017-MOESENEDER,MORWONGWSE,Australia,Australia,attached,Stock Synthesis v3.0 model,Stock Synthesis v3.0 model,0.15,Single Sex,2014,1924.7,TBbest-MT,MT,0.007024783,ERbest-ratio,ratio,NA,NA,0.1491, Depends on selectivity ,NA,NA,775.2158,,,,,,,,,,,
CSIRO-OROUGHYSE-1978-2007-FULTON,OROUGHYSE,Australia,Australia,Received from CSIRO assessment team,Stock Synthesis v2.0 model,Stock Synthesis v2.0 model,NA,NA,2006,75400,TBbest-MT,MT,0.093,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,8149.26,,,,,,,,,,,
CSIRO-OROUGHYSE-1980-2013-MOESENEDER,OROUGHYSE,Australia,Australia,attached,Stock Synthesis v3.0 model,Stock Synthesis v3.0 model,0.04,Fem and Male,2006,69600,TBbest-MT,MT,0.00884,ERbest-ratio,ratio,NA,NA,0.0295, Depends on selectivity ,NA,NA,8142.9722,,,,,,,,,,,
